Column1;text;iab_t1;classification_google;correct
271;Zelfverklaarde ‘bloemenvrouw’ Lies stemt al haar hele leven GroenLinks, rijdt in een bakfiets en is ‘van huis uit pacifist’. Toch vindt ze het tijdens de huidige lockdownrellen niet erg als de politie voor een keertje dit “gajes tot gort ramt.” “‘Mens, durf te leven’, is mijn motto”, zegt Lies, “Maar in dit geval denk ik, mens, durf iemands hoofd in te knuppelen tot het bloed uit zijn oren spuit.” Lies heeft voor de gelegenheid een bloem achter haar rechteroor gestoken. “Plein van de Hemelse Vrede ze wat mij betreft maar: rijd er met tanks en vrachtwagens overheen tot er bloedsmurrie over is en spoel dat in het riool. Laat die familie maar in het ongewis over hun lot”, zegt Lies. “Defund the police!” ;Hobbies & Interests;"[""/Hobbies & Leisure"", ""/Sports/Individual Sports/Cycling"", ""/Autos & Vehicles""]";1
274;"Humberto van 15 juni terugkijken bij Gids.tv. We kennen het deuntje allemaal wel voordat er een vertraging voorbijkomt of wanneer je naar een ander spoort moet, maar de stem die vervolgens klinkt, is niet meer. NS heeft een nieuwe omroepstem en die is van Karin van As. MRI-scan ""Ik houd van de trein, ik houd van treinreizen, de trein is het voor mij"", aldus van As. Toch gaat er nog veel aan vooraf voordat je dé stem van NS wordt: ""Ze hebben mensen in een MRI-scan gelegd en die mijn stem laten horen"", aldus Karin. Bekijk het fragment uit Humberto hierboven. Je kunt de beste fragmenten en alle uitzendingen van Humberto terugkijken bij Gids.tv. ";Hobbies & Interests;"[""/Arts & Entertainment""]";1
283;889 BAM! En dat was eigenlijk weer de maandag, de moeilijkste dag van de week. De dag dat je ineens weer ergens op tijd moest verschijnen en de dag dat mensen het raar vinden dat je ‘s ochtends om 10 uur een glaasje vodka voor jezelf in schenkt. Even wennen dus weer. Maar we trekken je door de rest van de dag heen metHeb je zelf ook foto’s en video’s die wij mogen delen? Stuur ze in v;Hobbies & Interests;"[""/Arts & Entertainment""]";1
296;Rachel Rose legt uit waarom de sekslijn het nog steeds prima doet Nu wisten we al dat je Rachel Rose kon bekijken via de cam, maar wat we dan weer niet wisten is dat Rachel ook prima te spreken is via de telefoon. De sekslijn schijnt namelijk nog alive and kicking te zijn anno 2020. En na wat uitleg van deze ondernemende dame is daar eigenlijk nog best wat voor te zeggen ook. Beetje bellen, beetje band opbouwen en tussendoor er mooi een slingertje aan geven. Oh en ook de verdeling tussen aanbieden van nummertjes en de werkers is best interessant.;Hobbies & Interests;"[""/Arts & Entertainment""]";1
309;"In het nieuwe programma Het Dorp trekken schrijver Wim Daniëls en acteur Huub Stapel op de motor door het land, op zoek naar het typische dorpsgevoel. Op1-presentatrice Giovanca Ostiana heeft haar oordeel klaar: ""Kun je zeggen dat er niks gebeurt?"" Op1 van dinsdag 5 januariOp1 van 5 januari terugkijken bij Gids.tv. Amstelveen Co-presentator Tijs van den Brink reageert nogal verbijsterd: ""Zo!"" De presentatrice scheert ietwat gemakkelijk alle dorpen over één kam, omdat ze zelf toevallig in Amstelveen (wat feitelijk een buitenwijk van Amsterdam is) opgroeide. ""Ik zei altijd: dat is zon dorp, er gebeurt niks."" Over een Randstedelijk perspectief gesproken... Bekijk het fragment uit Op1 hierboven. Het nieuwe programma Het Dorp is vanaf woensdag 6 januari wekelijks rond 22.00alle afleveringen van Het Dorp terugkijken bij Gids.tv. ";Hobbies & Interests;"[""/Arts & Entertainment""]";1
326;Jongeman ook duidelijk aan het zoeken naar zijn sleutels Kijk, dat je op oudere leeftijd soms last hebt van vergeetachtigheid en je niet precies meer weet waar je sleutels zijn dat snappen wij wel, maar ook op jongere leeftijd kan het gebeuren. Zeker na aan avondje stappen met het nodige bier. Kan het je zo gebeuren dat je even heel erg goed moet zoeken naar die sleutelbosâ€¦;Hobbies & Interests;"[""/Arts & Entertainment""]";1
329;Gluren naar de killerbody billen van Fajah Lourens is helemaal geen straf Als wij denken aan Fajah Lourens? Toch wel door haar rol als Yasmin Fuentes in Goede tijden, slechte tijden. Toen kon je er nog voor uitkomen dat je regelmatig naar deze serie keek, omdat Katja Schuurman ook een rolletje van betekenis had. Fajah is naast DJ en producer ook de kant van mode en fitness opgegaan en ze heeft een paar boeken geschreven met de titel Killerbody. Inmiddels staat ze zelf niet meer voor 100 procent achter deze boeken en is ze tot nieuwe inzichten gekomen. Zo is ze zelf niet meer bezig met het hebben van het allerstrakste lijf, maar haar bilpartij mag er zeker nog wezen. Sterker nog, dat is helemaal geen straf om naar te gluren. View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram Delen op WhatsApp Delen op WhatsApp ;Hobbies & Interests;"[""/Arts & Entertainment""]";1
346;"Anouk en haar vriend Dominique Schemmekes zijn alweer vijf jaar samen. Reden voor een feestje moet Anouk gedacht hebben. De The Voice of Holland-coach schreef een lied voor haar vriend en zingt deze op beeld voor hem. Dominique kan het gelijk al niet droog houden en wrijft in zn ogen: ""Zo goed zo lief. Ik was aan het vechten tegen mn tranen"", zegt Dominique op het einde tegen Anouk. Bekijk de video waarin Anouk haar geliefde toezingt in de Instagram-video hierboven. ";Hobbies & Interests;"[""/Arts & Entertainment"", ""/News""]";1
351;Beschrijving Verschillende fretten-pups te koop. Uit 2 nestjes, 1 van 5 weken oud, de andere van 4 weken oud. Klein soort, gekruist met een witvoet-fret. Kleur: wildkleurig. - Soort: Fret - Geslacht: Meerdere Dieren 1 advertentie 4Kerkwerve ;Hobbies & Interests;"[""/Hobbies & Leisure"", ""/Pets & Animals/Pets/Dogs""]";1
354;Beschrijving Te koop zeer nette Glastron speedboot met een zo goed als nieuwe 60 pk buitenboord motor. Boot heeft altijd binnen gestaan en na het varen altijd gespoeld met schoon water en schoongemaakt. Boot is vaarklaar en is inclucief trailer. - Brandstof: Benzine - Vermogen: 60pk 1 advertentie 2aard;Hobbies & Interests;"[""/Hobbies & Leisure/Water Activities/Boating"", ""/Autos & Vehicles/Boats & Watercraft""]";1
364;Gids.tv heeft in dit artikel het actuele overzicht van klassementen, etappewinnaars en uitvallers in de Tour de France voor jou gebundeld, zodat je altijd (terug) kunt kijken hoe jouw favorieten het doen! Klassementen Actuele stand algemeen klassement - Tadej Pogacar (UAE) - Primoz Roglic (JUM) - Richie Porte (TRK) - Mikel Landa (BHR) - Enric Mas (MOV) Puntenklassement (groen) - Sam Bennett (DQS) - Peter Sagan (BOH) - Matteo Trentin (CCC) - Bryan Coquard (B&B) - Wout van Aert (JUM) Bergklassement - Tadej Pogacar (UAE) - Richard Carapaz (INE) - Primoz Roglic (JUM) - Marc Hirschi (SUN) - Miguel Ángel López (AST) Jongerenklassement - Tadej Pogacar (UAE) - Enric Mas (MOV) - Valentin Madouas (FDJ) - Daniel Martinez (EF1) - Lennard Kämna (BOH) Bekijk ook het overzicht van alle Tour de France-etappes Uitslagen - Etappe 1 (samenvatting) | Rit: Alexander Kristoff | Geel: Alexander Kristoff | Groen: Alexander Kristoff | Bollen: Fabien Grellier | Wit: Mads Pedersen - Etappe 2 (samenvatting) | Rit: Julian Alaphilippe | Geel: Julian Alaphilippe | Groen: Alexander Kristoff | Bollen: Benoit Cosnefroy | Wit: Marc Hirschi - Etappe 3 (samenvatting) | Rit: Caleb Ewan | Geel: Julian Alaphilippe | Groen: Peter Sagan | Bollen: Benoit Cosnefroy | Wit: Marc Hirschi - Etappe 4 (samenvatting) | Rit: Primoz Roglic | Geel: Julian Alaphilippe | Groen: Peter Sagan | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 5 (samenvatting) | Rit: Wout van Aert | Geel: Adam Yates | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 6 (samenvatting) | Rit: Aleksej Loetsenko | Geel: Adam Yates | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 7 (samenvatting) | Rit: Wout van Aert | Geel: Adam Yates | Groen: Peter Sagan | Bollen: Benoit Cosnefroy | Wit: Egan Bernal - Etappe 8 (samenvatting) | Rit: Nans Peters | Geel: Adam Yates | Groen: Peter Sagan | Bollen: Benoit Cosnefroy | Wit: Egan Bernal - Etappe 9 (samenvatting) | Rit: Tadej Pogacar | Geel: Primoz Roglic | Groen: Peter Sagan | Bollen: Benoit Cosnefroy | Wit: Egan Bernal - Etappe 10 (samenvatting) | Rit: Sam Bennett | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Egan Bernal - Etappe 11 (samenvatting) | Rit: Caleb Ewan | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Egan Bernal - Etappe 12 (samenvatting) | Rit: Marc Hirschi | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Egan Bernal - Etappe 13 (samenvatting) | Rit: Daniel Martinez | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 14 (samenvatting) | Rit: Søren Kragh Andersen | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 15 (samenvatting) | Rit: Tadej Pogacar | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 16 (samenvatting) | Rit: Lennard Kämna | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Benoit Cosnefroy | Wit: Tadej Pogacar - Etappe 17 (samenvatting) | Rit: Miguel Ángel López | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Tadej Pogacar | Wit: Tadej Pogacar - Etappe 18 (samenvatting) | Rit: Michal Kwiatkowski | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Richard Carapaz | Wit: Tadej Pogacar - Etappe 19 | Rit: Soren Kragh Andersen | Geel: Primoz Roglic | Groen: Sam Bennett | Bollen: Richard Carapaz | Wit: Tadej Pogacar - Etappe 20 | Rit: Tadej Pogacar | Geel: Tadej Pogacar | Groen: Sam Bennett | Bollen: Tadej Pogacar | Wit: Tadej Pogacar - Etappe 21 | Rit: | Geel: | Groen: | Bollen: | Wit: Bekijk ook waar je de etappes live op tv en online kunt volgen. Uitvallers - Etappe 1 (samenvatting) | John Degenkolb (LTS) - Etappe 2 (samenvatting) | Philippe Gilbert (LTS), Rafael Valls (TBM) - Etappe 3 (samenvatting) | Anthony Perez (COF) - Etappe 4 (samenvatting) | Geen - Etappe 5 (samenvatting) | Geen - Etappe 6 (samenvatting) | Geen - Etappe 7 (samenvatting) | Geen - Etappe 8 (samenvatting) | Giacomo Nizzolo (NTT), William Bonnet (FDJ), Lilian Calmejane (TDE), Diego Rosa (ARK) - Etappe 9 (samenvatting) | Fabio Aru (UAE), Steff Cras (LSO) - Etappe 10 (samenvatting) | Domenico Pozzovivo (NTT), Sam Bewley (MIS) - Etappe 11 (samenvatting) | Davide Formolo (UAE), Gregor Mühlberger (BOH), Ion Izagirre (AST) - Etappe 12 (samenvatting) | Ilnur Zakarin (CCC) - Etappe 13 (samenvatting) | Bauke Mollema (TSF) - Etappe 14 (samenvatting) | Romain Bardet (AG2R), Pierre Latour (AG2R) - Etappe 15 (samenvatting) | Sergio Higuita (EF1) - Etappe 16 (samenvatting) | David Gaudu (FDJ), Jérôme Cousin (TDE) - Etappe 17 (samenvatting) | Egan Bernal (INE), Stefan Küng (FDJ), Mikel Nieve (MTS), Jens Debusschere (B&B) - Etappe 18 (samenvatting) | André Greipel (ISR) - Etappe 19 | Michael Gogl (NTT) , Jonathan Castroviejo (INE), Lucas Postlberger (BOR) - Etappe 20 | Geen - Etappe 21 | De Tour de France van 2020 is van zaterdag 29 augustus tot en met zondag 20 se;Hobbies & Interests;"[""/Hobbies & Leisure"", ""/Sports/Individual Sports/Cycling""]";1
367;Pijnlijke beelden uit de documentaire over bewindsvrouw Sigrid Kaag. In een voorheen onvertoond fragment is te zien hoe Kaag Rob Jetten sommeert om de klontjes uit haar shake te halen. “Ey, wat zijn die klontjes in mijn shake dan?” vraagt Kaag wanneer ze haar dagelijkse eiwitshake geserveerd krijgt. “Er zitten klontjes in mijn shake.” Rob Jetten schudt de shake. “De shake is erg dik,” zegt hij. “Daarom zitten er klontjes in de shake.” Kaag knikt. “Bel Jan Paternotte anders even.” Tien minuten later verschijnt een zwetende Jan Paternotte in de werkkamer van zijn partijleider. “Er zitten klontjes in de shake,” concludeert hij. “Misschien omdat hij erg dik is?” Rob Jetten en Jan Paternotte inspecteren gezamenlijk de shake. Ze weten dat Kaag graag een gladde shake heeft. Jan Paternotte besluit om de partijbonzen telefonisch om advies te vragen. “Hoe bedoel je: een touwtje in de shake?” roept hij met stijgende wanhoop. “Waar heb je het in godsnaam over?!” Rob Jetten begint zo hard te schudden dat zijn arm uit de kom vliegt. Hij kronkelt over de grond van de pijn. Wouter Koolmees komt ook binnen. “Wat is dat voor een herrie?” barst hij. “Zitten er soms weer klontjes in de shake?” Rob Jetten begint te huilen. “Misschien dat we de shake in een glas moeten gieten, en dan… roeren?” oppert Koolmees. Maar een shake moet je natuurlijk schudden, niet roeren. Het geduld van Sigrid Kaag begint nu echt op te raken. “Weet je wat?” zegt ze. “Rij anders even langs de Blokker om een mixer te halen.” Jan Paternotte, Wouter Koolmees en Rob Jetten rennen naar beneden, klaar om hun leider te dienen. “Vergeet je gordel niet!” horen ze haar nog roepen. ;Hobbies & Interests;"[""/Arts & Entertainment""]";1
368;Wesley Sneijder maakt een carrièreswitch. Hij slaat namelijk de handen ineen met Mental Theo en Charly Lownoise en gaat de muziek in! Het trio komt met een happy hardcore EK-nummer. Dit maken ze bekend op Instagram zo is in de video hieronder te zien. Lees verder onder de video. Zingende Wesley Het is niet de eerste keer dat Wesley laat horen wat hij nog meer in huis heeft. In Villa Oranje zong Wesley het nummer Ik Leef Mijn Eigen Leven van Hazes. Bekijk hierboven de Shownieuws-video over Wesleys EK-lied. ;Hobbies & Interests;"[""/Arts & Entertainment""]";1
371;Kort nadat Sifan Hassen Olympisch goud behaalde op de Olympische Spelen schalde de muziek van Snollebollekes door het stadion. De grote vraag is nu, is de hardloopster een fan van de feestact en werd de muziek daarom gespeeld? Integendeel, ze blijkt namelijk geen idee te hebben wie Rob Kemps is, zo blijkt na een vraag van een sportverslaggever. Gelukkig voor Snollebollekes blijkt ze wel een enorm van Brabant te houden. Bekijk haar hele reactie hieronder. View this post on Instagram ;Hobbies & Interests;"[""/Arts & Entertainment"", ""/Sports/International Sports Competitions/Olympics""]";1
374;"Er ging dit jaar meer mis dan andere jaren en veel had te maken met vuurwerk. De politie en de brandweer zeggen dat ze het veel drukker hebben gehad dan in voorgaande jaren. Vuurwerk verbieden? Steeds meer groepen willen daarom dat vuurwerk verboden wordt. De baas van de politie Erik Akerboom vindt dat Oud & Nieuw anders gevierd moet worden vanwege de toename van ongelukken: ""Stoppen met gevaarlijk vuurwerk!"", zegt hij. Bekijk hierboven het hele fragment van NOS Jeugdjournaal over het verbod op gevaarlijk vuurwerk. ";Hobbies & Interests;"[""/Arts & Entertainment""]";1
375;"Informatief, Herhaling. Onderwerpen van deze uitzending: Over feitelijke ... Herhaling. Onderwerpen van deze uitzending: Over feitelijke onjuistheden en privacygevoelige issues mocht gepraat worden De VPRO ligt onder vuur. De omroep zou tijdens het maken van de documentaire Kaag niet journalistiek hebben gehandeld, door verregaand tegemoet te komen aan verzoeken het campagneteam van Sigrid Kaag. VPRO reageert op de ophef. Gratis menstruatieproducten voor Rotterdamse gezinnen in armoede kwamen er niet zomaar: Er werd best lacherig over gedaan Vanaf morgen kunnen meiden uit gezinnen met een laag inkomen in Rotterdam gratis menstruatieproducten krijgen, met het Jeugdtegoed van de gemeente. Het initiatief van raadslid Yildirim om menstruatiearmoede te bestrijden, kwam er niet zomaar doorheen. Door een motie van de PvdA in Rotterdam kunnen jongeren met een tegoed op de zogeheten Rotterdampas maandverband, tampons en inlegkruisjes kopen bij de HEMA. ""Je zou zeggen dat dit systeem makkelijk verder uitgerold kan worden. Want meer gemeenten werken met zon pas"", reageert Irene Verspeek van het Armoedefonds. ""We zijn positief en enthousiast, maar het is een deel van de oplossing."" ";Hobbies & Interests;"[""/Arts & Entertainment""]";1
